"supplier_name","country","city","vat_number","registration_number","supplier_code"
"BODYCOTE VILLAZ","FR","VILLAZ",NA,"69678042800392","ABMT50"
"MB ELECTRONIQUE","FR","BUC",NA,"72204522600106","MB--50"
"INTEGRATIONS ELEC HYPERFREQUENCES ET TELECOMMUNICATIONELHYTE","FR","LA VILLE DU BOIS",NA,"49163501700016","ELHY50"
"BOOSTEC INDUSTRIES","FR","BAZET",NA,"41426153700024","BOOS01"
"HUDRY SAVOIE AUTOMATISME (EX-HUDRY SA)","FR","SCIONZIER CEDEX",NA,"60562021000043","HUDR50"
"MOVING MAGNET TECHNOLOGIES S.A.","FR","BESANCON","53350766499","35076649900031","TEC363"
"MICROPLAN FRANCE SA","FR","LA FORET DU TEMPLE",NA,"34794775600032","MIC-17"
"ACQUISYS","FR","VOISINS LE BRETONNEUX",NA,"43369763800024","ACQU04"
"MINATEC","FR","RUEIL MALMAISON",NA,NA,"MINA01"
"LASELEC SA","FR","TOULOUSE CEDEX",NA,NA,"LASE31"
"QUANTEL SA","FR","LES ULIS CEDEX",NA,NA,"QUAN50"
"MICRO-CONTROLE SPECTRA-PHYSICS - NEWPORT","FR","EVRY CEDEX 91","15382697399","38269739900071","MICR25"
"DISTRAME SA","FR","SAINTE SAVINE","03380194019","38019401900077","FRAN50"
"BODYCOTE (FRANCE)","FR","VILLAZ",NA,"69678042800392","ABMT50"
"BEA METROLOGIE (BUREAU ETUDES AQUITAINE METROLOGIE)","FR","MERIGNAC",NA,"41360016400045","BEA-04"
"MICRO CONTROLE SPECTRA PHYSICS (NEWPORT CORPORATION)","FR","EVRY CEDEX 91","15382697399","38269739900071","MICR25"
"HLP TECHNOLOGIES","FR","COLOMBES",NA,NA,"HLP-01"
"MULLER BBM (FRANCE)","FR","CERGY-PONTOISE CEDEX",NA,"41109339600058","MBV-01"
"MDC VACUUM (CABURN MDC EUROPE) (FRANCE)","FR","LYON",NA,"39462471200029","CABU54"
"WINLIGHT (FRANCE)","FR","PERTUIS",NA,"44030442600040","WINL01"
"IMPRIMERIE VILLIERE","FR","BEAUMONT",NA,"40909351500016","IMPR22"
"CNRS - CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE","FR","ORSAY CERDEX",NA,NA,"CNRS50"
"ADI ARVE DECOLLETAGE ITHIER","FR","SAINT PIERRE EN FAUCIGNY",NA,"41926662200028","IAD-02"
"ELEXIENCE SA","FR","VERRIERES LE BUISSON",NA,"71980481700034","ELEX75"
"MONDIAL EVENTS","FR","LYON",NA,"49473448600033","MOND07"
"LANGLOIS MESURES ELECTRONIQUES","FR","GRADIGNAN CEDEX",NA,"38197309800019","LME-02"
"TECH-INTER","FR","THOIRY",NA,"39312254400058","TEC300"
"DISTRAME","FR","SAINTE SAVINE","03380194019","38019401900077","FRAN50"
"PENTAIR TECHNICAL SOLUTIONS SAS","FR","BETSCHDORF",NA,"31685455300013","SCHR87"
"AK STEEL FRANCE","FR","SURESNES",NA,"33904864700053","AK--03"
"PHOTON LINES","FR","SAINT GERMAIN EN LAYE",NA,"43496151200044","PHOT27"
"ANSYS (FRANCE)","FR","MONTIGNY LE BRETONNEUX",NA,"38937181600056","AFS-01"
"INITIAL","FR","SEYNOD",NA,"38026096800033","INIT01"
"CACEMI - CNAM","FR","PARIS CEDEX 03",NA,"19753471200017","CACE01"
"CARL ZEISS SAS","FR","MARLY LE ROI CEDEX","25719801664",NA,"CZS-01"
"G.E.I.E GEMATEC (ELYO, SCHMEINK-COFR., ENDEL., BELLELI)","FR","ST GENIS POUILLY",NA,NA,"GR4S03"
"BCV TECHNOLOGIES","FR","FONTENAY LE COMTE",NA,NA,"BCV-01"
"GENIE ACOUSTIQUE","FR","FONTAINES SUR SAONE",NA,NA,"GENI01"
"AFICOOR","FR","ANNECY",NA,NA,"AFIC01"
"NORISKO HOLDING (EX AFICOOR/GROUPE AIF)","FR","ANNECY",NA,NA,"AFIC01"
"SPIE BATIGNOLLES/FR-CONDOTTE D'ACQUA/IT/SOTRABAS/FR","FR","BOULOGNE BILLANCOURT",NA,NA,"GR3S27"
"01DB","FR","LIMONEST CEDEX",NA,NA,"ZERO01"
"ECO RECYCLAGE","FR","SAINT-EUSEBE",NA,NA,"ECO-03"
"AXON CABLE SA","FR","MONTMIRAIL",NA,"32568513900017","AXON50"
"ENTREPRISE PELICHET","FR","GEX",NA,"76420005100028","PELI50"
"J. ZIGLIOTTO SA ** VOIR META56 MA02**","FR","SAINT GENIS POUILLY CEDEX",NA,NA,"ZIGL50"
"JS AUTOMATION","FR","VOIRON CEDEX",NA,NA,"JS--01"
"M. VANNIER CHARLES GUSTAVE","FR","PREVESSIN MOENS",NA,NA,"VANN01"
"ALBERT JULES DUPUIS","FR","FERNEY VOLTAIRE",NA,NA,"DUPU01"
"MARTHE MARGUERITE SORNET","FR","PREVESSIN MOENS",NA,NA,"SORN01"
"COMMUNE DE PREVESSIN-MOENS","FR","PREVESSIN-MOENS",NA,NA,"COMM09"
"SPIE TRINDEL/F-CONTROLMATIC/DE","FR","ST GENIS POUILLY",NA,NA,"GR2S68"
"SGL (SIGRI GREAT LAKES) CARBON S.A.","FR","TOURVILLE LA RIVIERE",NA,NA,"SGL-03"
"SOTEB-VAHLE","FR","ST-GENIS-POUILLY",NA,NA,"GR2T46"
"SPIE BATIGNOLLES TPCI","FR","BOULOGNE BILLANCOURT",NA,NA,"SPIE01"
"AVX S.A.S.","FR","ORSAY",NA,"38429928500039","ASAS01"
"C.C.M. EQUIPEMENT","FR","PRINGY",NA,"39306100700034","CCM-45"
"ELECTRO-TABLEAUX","FR","VETRAZ MONTHOUX",NA,"79708069400038","ELEC83"
"ALTEAD","FR","SAINT GENIS POUILLY CEDEX",NA,"72920212700134","ALTE09"
"(TMI) TOLERIE MECANIQUE INDUSTRIELLE","FR","CROZET",NA,NA,"TMI-50"
"AMEC SPIE/TYCO INTEGRATED SYSTEMS/NL","FR","ST GENIS POUILLY CEDEX",NA,NA,"GR2S93"
"SPIE BATIGNOLLES/FR + SOC ITALIANA PER CONDOTTE D'ACQUA","FR","BOULOGNE-BILLANCOURT CEDEX",NA,NA,"GR2T33"
"DESAUTEL","FR","LYON CEDEX 3",NA,"95550398200014","DESA50"
"ISTEC - C.N.C. SERVICES","FR","MITRY-MORY",NA,NA,"ICNC01"
"BFI OPTILAS SA","FR","EVRY CEDEX",NA,NA,"OPTI56"
"MICHAUD-CHAILLY","FR","SAINT-PRIEST",NA,"31941693900282","MICH52"
"TENMAT SARL","FR","NANGIS",NA,NA,"TENM01"
"TEMCA","FR","XERTIGNY",NA,NA,"TEMC01"
"INEO ALPES SARL","FR","SAINT GENIS POUILLY","18313987547","40986811400284","INEO01"
"CARBONE LORRAINE","FR","PARIS LA DEFENSE CEDEX",NA,"57206033300224","CARB62"
"TIMET FRANCE","FR","CERGY PONTOISE CEDEX",NA,NA,"TIME65"
"CABLES PIRELLI S.A.","FR","PONT DE CHERUY",NA,NA,"PIRE70"
"ASSYSTEM SERVICE INDUSTRIE SASFR + GENITRON INSTRUMENTS DE","FR","ST QUENTIN EN YVELINES CEDEX",NA,NA,"GR2T40"
"CEGELEC CENTRE EST/FR +CEGELEC/DE","FR","SAINT GENIS POUILLY",NA,NA,"GR2T22"
"AMEC SPIE/FR - PHILIPS PROJECTS","FR","ST GENIS-POUILLY CEDEX",NA,NA,"GR2S15"
"ASTEN","FR","VOURLES",NA,NA,"ASTE04"
"ALPES SAVOIE NETTOYAGE","FR","CHAMBERY CEDEX",NA,NA,"ASN-01"
"R. PAUCOD - J. ARGAUD SARL","FR","FERNEY VOLTAIRE",NA,"35356210100017","PAUC01"
"AIF SERVICES","FR","GIERES",NA,NA,"AIF-50"
"SERCO GMBH/DE-AIR LIQUIDE/FR-LINDE KRYOTECHNIK/CH","FR","SASSENAGE",NA,NA,"GR3S30"
"LE FILS DE JOSEPH PERRIERE SARL","FR","PERON",NA,NA,"PERR17"
"GROUPE ORTEC","FR","AIX EN PROVENCE CEDEX 3",NA,NA,"ORTE55"
"SENSOREX","FR","ARCHAMPS","25334474111","33447411100021","SENS75"
"DASSAULT ELECTRONIQUE","FR","ST CLOUD",NA,NA,"DASS50"
"HAMAMATSU PHOTONICS FRANCE","FR","MASSY CEDEX",NA,"33308653600054","HAMA44"
"ATMEL WIRELESS & MICROCONTROLLERS","FR","ST QUENTIN EN YVELINES",NA,NA,"ATME01"
"LANDIS & GYR","FR","ECHIROLLES",NA,NA,"LAND50"
"KSB S.A.","FR","GENAS",NA,NA,"KSB-20"
"GROUPE SCHNEIDER","FR","PRINGY",NA,"42110670900833","SCHN06"
"SOCIETE SAVOISIENNE DE VERINS HYDRAULIQUES","FR","ALBERTVILLE CEDEX",NA,"64202578700028","SAVO05"
"SOCIETE DES CERAMIQUES TECHNIQUES (SCT)","FR","BAZET CEDEX",NA,"43394048300012","SCT-75"
"ABB SPIE TABLEAUX","FR","ILLKIRCH CEDEX",NA,NA,"ABB-71"
"GERARD PERRIER INDUSTRIE /SCHNEIDER ELECTRIC","FR","ST GENIS POUILLY",NA,NA,"GR2S94"
"CMP (CIRCUITS MULTI PROJETS)","FR","GRENOBLE",NA,NA,"CMP-01"
"ATELIER DE TOLERIE INDUSTRIELLE","FR","ST GENIS POUILLY",NA,NA,"ATEL17"
"OMEDEC","FR","AMANCEY",NA,"31166607700038","OMED01"
"SORELEC","FR","CESSON SEVIGNE CEDEX","96303413215","30341321500045","SORE02"
"MOBREY SA ( EX SOLARTRON MOBREY SA)","FR","CERGY",NA,NA,"MOBR01"
"RADIOSPARES COMPOSANTS","FR","BEAUVAIS CEDEX","68334534039","33453403900030","RADI91"
"ESIA","FR","VILLEJUST",NA,"43906122700088","ESIA02"
"RESISTEL S.A.","FR","BRIE COMTE ROBERT",NA,NA,"RSA-04"
"PARKER SSD PARVEX SAS","FR","GERARDMER",NA,NA,"PSP-01"
"BOIGE & VIGNAL S.A.","FR","VAULX EN VELIN",NA,"95450581400028","BOIG50"
"MINITUBES","FR","GRENOBLE CEDEX 2",NA,"42145405900047","MINI87"
"WORLDFIP","FR","MEUDON LA FORET CEDEX",NA,NA,"WORL03"
"SYSTEMS DEVELOPMENT & SOLUTIONS (SERVICE DEVELOPPEMENT SCIET","FR","SAINT-MAUR-DES-FOSSES","5433040704","45287056100035","SDS-01"
"COMETE S.A.","FR","VILLETTE D'ANTHON",NA,NA,"COME91"
"METAREG - GROUPE SIDERGIE","FR","ST.GENIS-POUILLY CEDEX",NA,NA,"META56"
"SPIE TRINDEL - ALBERT PELICHET","FR","ST GENIS POUILLY",NA,NA,"GR2S40"
"AMS ENTREPRISES","FR","ANNECY LE VIEUX",NA,NA,"AMS-50"
"SOTEB","FR","SEYNOD",NA,"33750525900024","SOTE20"
"SCHNEIDER ELECTRIC S.A.","FR","PRINGY",NA,"42110670900833","SCHN06"
"SPIE-TRINDEL - PHILIPS PROJECTS","FR","ST GENIS-POUILLY CEDEX",NA,NA,"GR2S15"
"STE TREDI","FR","PARIS CEDEX 13",NA,NA,"TRED50"
"EMC SERVICES ->VOIR TRED50","FR","LIOURDRES","88508819216","50881921600013","EMC-65"
"EMC SERVICES","FR","LIOURDRES","88508819216","50881921600013","EMC-65"
"GROUPE AIF","FR","GIERES",NA,NA,"AIF-50"
"RMA","FR","PARIS",NA,NA,"RMA-02"
"TRAITEUR LA RESIDENCE","FR","ST JULIEN EN GENEVOIS",NA,NA,"TRAI65"
"JOYCE PUB","FR","ANNEMASSE",NA,NA,"JOYC50"
"SECURITAS SICHERHEITSDIENSTE SARL","FR","THOIRY",NA,NA,"SECU06"
"SPIE-CITRA SUD EST/FR - ANTIRUST TECHNOLOGY/GR","FR","LYON CEDEX 03",NA,NA,"GR2T45"
"AMEC SPIE ( EX SPIE-TRINDEL)","FR","SAINT GENIS POUILLY CEDEX",NA,"44005586100304","SPIE31"
"EUROCOM BROADCAST","FR","ROISSY-EN-BRIE",NA,NA,"EUR-84"
"I.M.P. ALPES","FR","LA ROCHE SUR FORON",NA,NA,"IMP-01"
"FONDAMENTAL EXPO","FR","PARIS",NA,NA,"FOND13"
"ANATOME","FR","LYON",NA,NA,"ANAT02"
"IMBRETEX","FR","GUENGAT",NA,"32647892200023","IMBR01"
"ETS GUELPA","FR","OYONNAX",NA,NA,"GUEL60"
"IMPRIMERIE ROMANZIN(EX:IMPRIMERIE OFFSET FOURY (IOF))","FR","ST GENIS POUILLY",NA,"45118691000027","IOF-50"
"SOFT BROADCAST","FR","ANNECY",NA,NA,"SOF-26"
"ANDRE-PIERRE OLIVIER","FR","ALBI",NA,"40128121700026","APO-01"
"GILBERT ROBERTI","FR","ST GENIS POUILLY",NA,NA,"ROBE02"
"MADA ECHAFAUDAGE","FR","EPAGNY",NA,"38272674300018","MADA25"
"E.T.S  S.R.A","FR","CHAMBERY CEDEX",NA,NA,"ETSS01"
"VALLIER ASSAINISSEMENT","FR","GEX CEDEX",NA,"39127923900035","VALL12"
"LYNN SILVERMAN","FR","GEX",NA,NA,"SILV50"
"BDP-GROUPE 6","FR","GRENOBLE CEDEX 2",NA,NA,"GROU70"
"METALLERIE NOUVELLE DU CHABLAIS","FR","BONS EN CHABLAIS",NA,NA,"CHAB35"
"LEYMARIE GERARD SARL","FR","POISY",NA,NA,"LEYM01"
"CETIM - CENTRE TECHNIQUE DES INDUSTRIES MECANIQUES","FR","SENLIS",NA,"77562907400011","CETI50"
"CONSTELLIUM AVIATUBE","FR","MONTREUIL-JUIGNE",NA,"71203270500055","CONS33"
"ATMOSTAT","FR","VILLEJUIF CEDEX",NA,NA,"ATMO02"
"AERAULIQUE CONSTRUCTION SA","FR","CHEVIGNY-SAINT-SAUVEUR",NA,"30401222200010","AERA01"
"E-T-A APPAREILS ELECTRO-TECHNIQUES SARL","FR","VITRY SUR SEINE","66384063467","38406346700052","ELE241"
"OBO BETTERMANN","FR","CERGY PONTOISE CEDEX","1135373914","35373914700059","OBO-01"
"ELCASE","FR","PRINGY",NA,"42110670900833","SCHN06"
"METAL DEPLOYE S.A.","FR","MONTBARD CEDEX",NA,"44490277900016","META26"
"DELTA SERVICE LOCATION","FR","CORBAS","66 318 74","31874347300056","DSL-02"
"GOLF CLUB DES SERVES","FR","SAINT GENIS POUILLY",NA,NA,"GOLF01"
"LEVAGE DES DEUX SAVOIES (L2S)","FR","SAINT FELIX",NA,"49871894900023","LDDS01"
"CIRTEUS","FR","LA DEFENSE CEDEX 1",NA,NA,"CIRT02"
"GTM TP LYON","FR","BRON CEDEX",NA,NA,"GTM-05"
"SDEL CABLES & AUTOROUTES (FR) - GTM TP LYON (FR)","FR","ESTRABLIN",NA,NA,"GR2T87"
"EURL VISTALLI CHRISTIAN","FR","LANCRANS",NA,"42319101400012","VIST01"
"ATOS RACKS FRANCE","FR","CARROS CEDEX",NA,"35082778800018","ATOS50"
"BIANCO ET CIE (FR) - CASTEL & FROMAGET (FR)","FR","UGINE CEDEX",NA,NA,"GR2T90"
"ELVIA PCB","FR","COUTANCES CEDEX","54389502253","38950225300021","EPC-06"
"ELETTA INSTRUMENTATION","FR","CUSSET","56514786904","51478690400011","INS200"
"POTHAIN MOULAGES","FR","NONGLARD",NA,"32662078800041","POTH01"
"ACCELONIX","FR","EVREUX","11390721561","39072156100020","BSE-01"
"CCI EUROLAM","FR","ANTONY CEDEX","28321692907","49353904300015","CCI-01"
"B L I ALSACE","FR","RHINAU","2342883189","42883189500035","BLIA01"
"LAERDAL MEDICAL FRANCE","FR","LIMONEST CEDEX",NA,"95039491600015","LAER01"
"PGEP PROFESSIONAL GENERAL ELECTRONIC PRODUCT","FR","VERNON","82327919452","38172406100019","PPG-01"
"ICARE SA","FR","AUBAGNE CEDEX","7644160685","47848238300021","ICAR25"
"ECRIN AUTOMATISMES SA","FR","CROLLES",NA,"32984418700107","ECRI50"
"AVI ET PESCHARD - GROUPE DWBH","FR","CHATEAUBOURG CEDEX","80582142451",NA,"AVI-01"
"CORRYL","FR","VILLEBON SUR YVETTE",NA,NA,"CORR01"
"LOGITRADE","FR","TOULOUSE",NA,NA,"LOGI05"
"DATE DEVEL.ET APPLIC.DES TECHNIQ.DE L'ENERGIE","FR","LA MOTTE D'AVEILLANS",NA,"31472123400016","DATE10"
"DS DYNATEC","FR","MALAKOFF",NA,"62202939500051","DSDY50"
"CIAT - COMPAGNIE INDUSTRIELLE D'APPLICATIONS THERMIQUES","FR","CULOZ",NA,"54562011400011","CIAT50"
"AIR PRODUCTS SAS","FR","AUBERVILLIERS","6154850190","54850190700461","AIRP55"
"CANBERRA EURISYS (EX CANBERRA ELECTRONIQUE)","FR","ST QUENTIN YVELINES CEDEX",NA,"38444977300140","CANB02"
"IN2P3","FR","ANNECY LE VIEUX CEDEX","40180089013","18008903900010","INDE02"
"TEKELEC EUROPE","FR","RUNGIS",NA,NA,"TEKE75"
"SED (STE EXPLOITATION & DIVERSIFICATION)","FR","PARIS","0232878114","32878114100036","SED-02"
"AVNET EMG S.A./SILICA","FR","MASSY CEDEX",NA,"55207601000362","AVNE50"
"CONSTRUCTIONS MECANIQUES BERNARD (CMB)","FR","PONTCHARRA SUR BREDA",NA,NA,"CMB-25"
"DIMAT S.A.","FR","CLUSES CEDEX",NA,"32516657700123","DIMA25"
"ACAMAS ELECTRONIQUE","FR","LES CLAYES SOUS BOIS",NA,NA,"ACAM50"
"JARRET STRUCTURES","FR","ASNIERES CEDEX",NA,NA,"JARR01"
"SCMR FOURNITURES INDUSTRIELLES","FR","VILLEURBANNE CEDEX",NA,"95550545800021","SCMR50"
"EBV ELEKTRONIK","FR","ANTONY CEDEX (PARIS)",NA,NA,"EBV-50"
"SIMRAD OPTRONICS ICARE (ICARE SA)","FR","AUBAGNE CEDEX","7644160685","47848238300021","ICAR25"
"SCAIME S.A.","FR","ANNEMASSE CEDEX",NA,"38932528300015","SCAI80"
"COMBES SARL","FR","VILLEFRANCHE-SUR-SAONE",NA,NA,"COMB05"
"SAVOIE TRANSMISSIONS","FR","CHAVANOD",NA,"95039388400065","SAVO11"
"AMEC SPIE/FR, WINTER GMBH/DE","FR","SAINT GENIS POUILLY",NA,NA,"GR2S79"
"INEO TROIS LACS ( EX INEO ALPES SARL)","FR","SAINT GENIS POUILLY","18313987547","40986811400284","INEO01"
"SPIE SUD EST/FR, WINTER GMBH/DE","FR","SAINT GENIS POUILLY",NA,NA,"GR2S79"
"ETS GALLIA SARL","FR","CHATILLON EN MICHAILLE","3232726756",NA,"GALL78"
"AUSTRIA MIKRO SYSTEME INTERNATIONAL","FR","VINCENNES",NA,NA,"AUST05"
"SMC2","FR","MORNANT",NA,NA,"SMCD01"
"CONSORTIUM AMEC SPIE SUD EST/ CEGELEC/AMEC SPIE NETHERLAND","FR","SAINT GENIS POUILLY",NA,NA,"GR3S69"
"FERRY CAPITAIN","FR","JOINVILLE CEDEX",NA,NA,"FERR29"
"BASREP SARL","FR","SAINT GENIX SUR GUIERS",NA,NA,"BASR01"
"FILECA - FOPTICA SA","FR","STE GENEVIEVE",NA,"31877090600010","FILE50"
"CANBERRA FRANCE SAS(CANBERRA EURISYS SAS)","FR","ST QUENTIN YVELINES CEDEX",NA,"38444977300140","CANB02"
"OPTOPRIM","FR","MALAKOFF",NA,NA,"OPTO03"
"HURON GRAFFENSTADEN","FR","ILLKIRCH CEDEX",NA,"34076743300014","HURO50"
"OCE - FRANCE S.A.","FR","COURBEVOIE","8635027363",NA,"OCE-18"
"A.M.P.E.R.E. INDUSTRIE SA","FR","CERGY PONTOISE CEDEX",NA,"37820535500019","AMPE50"
"EUROTEST","FR","CHALON SUR SAONE",NA,NA,"EURO66"
"ORBOTECH S.A.","FR","LES ULIS CEDEX",NA,"39010675500015","ORBO02"
"TECHNETT","FR","VALENCIN",NA,"41058301700026","TEC-18"
"CEGELEC(FR), CISTELAIER(IT), SPIE-TRINDEL(FR)","FR","SAINT GENISPOUILLY",NA,NA,"GR3S18"
"ACROTECNA SA","FR","VILLEURBANNE",NA,"50015693000025","ACRO50"
"RONTGENALALYTIC-FRANCE","FR","BOURTH",NA,NA,"RONT02"
"ECM INFRAFOURS PHYSITHERM","FR","GRENOBLE CEDEX 2","15056502404","05650240400058","ECM-02"
"HYDROCHEM","FR","DONZERE","7340053646",NA,"HYDR08"
"COMAU FRANCE SA","FR","ILLKIRCH CEDEX",NA,NA,"COMA05"
"LEO MICROSCOPIE ELECTRONIQUE","FR","MARLY-LE-ROI","402277404000","71980166400165","LEO-01"
"CINTREUSES MINGORI","FR","JAULZY",NA,"43402036800024","CINT01"
"POLYSOUDE S.A.","FR","NANTES CEDEX",NA,"85880093100090","POLY98"
"CEGELEC(FR), CISTELAIER(IT), AMEC SPIE(FR)","FR","SAINT GENISPOUILLY",NA,NA,"GR3S18"
"AGILIUM SA   (EX PIERRIC BAYLE)","FR","CRAN GEVRIER",NA,"45144870800045","PIER06"
"MAXIMAGE ON LINE","FR","SAINT ETIENNE",NA,NA,"MOL-02"
"TEAM WORK","FR","PARIS",NA,NA,"TEAM05"
"HOLIDAY INN","FR","THOIRY",NA,NA,"HOLI02"
"PHOTLINE TECHNILOGIES","FR","BESANCON CEDEX 03","82432674117",NA,"TEC195"
"CAPGEMINI EST","FR","MONTBONNOT SAINT MARTIN",NA,NA,"CAPG02"
"ESRF (EUROPEAN SYNCHROTRON RADIATION FACILITY)","FR","GRENOBLE",NA,"33872391900019","ESRF01"
"HOTEL PRIEURE","FR","CHAMONIX MONT-BLANC",NA,NA,"HOTE82"
"GDZ NEGOCE","FR","SAINT DIDIER SUR CHALARONNE",NA,NA,"GDZ-02"
"CREDENCE FRANCE SAS","FR","GRENOBLE",NA,"32385907400037","CFS-02"
"LTX-CREDENCE(EX:CREDENCE FRANCE SAS)","FR","GRENOBLE",NA,"32385907400037","CFS-02"
"ALDIANCE ( EX DIMAT S.A.)","FR","CLUSES CEDEX",NA,"32516657700123","DIMA25"
"3D AVENIR SAS","FR","EVRY CEDEX",NA,"50220627900015","DAS-02"
"INEO ENERSYS (EX INEO TROIS LACS ( EX INEO ALPES SARL))","FR","SAINT GENIS POUILLY","18313987547","40986811400284","INEO01"
"INEO ENERSYS","FR","SAINT GENIS POUILLY","18313987547","40986811400284","INEO01"
"LABORATOIRE DE L'ACCELERATEUR LINEAIRE","FR","ORSAY CEDEX",NA,NA,"LABO26"
"FORGES DEMBIERMONT","FR","HAUTMONT",NA,"57202015400025","FORG04"
"CANBERRA FRANCE SAS","FR","ST QUENTIN YVELINES CEDEX",NA,"38444977300140","CANB02"
"HORIBA JOBIN YVON SAS","FR","LONGJUMEAU CEDEX",NA,"83715036600024","JOBI50"
"OPTOPHASE","FR","LYON",NA,"48852867000026","OPTO18"
"CEA SACLAY DSM/IRFU","FR","GIF SUR YVETTE",NA,NA,"CEA-01"
"SOFILEC","FR","VAUX EN BUGEY",NA,"37835872500018","SOFI07"
"LABORATOIRE DE L'ACCELERATEUR LINEAIRE (LAL)","FR","ORSAY CEDEX",NA,NA,"LABO23"
"SARL GESTION ET SERVICES","FR","ARCHAMPS",NA,"38014633200024","GEST01"
"STE FRANCAISE ASCENSEURS KONE","FR","PARIS LA DEFENSE CEDEX 13",NA,NA,"KONE50"
"CG2A - COMPAGNIE GENERALE D'APPLICATIONS ASCENSEURS","FR","MEYTHET",NA,"33308729400802","CGDE01"
"FENWICK-LINDE SRL","FR","CHAPONNAY",NA,NA,"FENW50"
"ASCENSEURS W. SANGALLI","FR","GRENOBLE CEDEX 2",NA,NA,"SANG10"
"CFA GROUPE W. SANGALLI (CIE FRANCAISE D'ASCENSEURS)","FR","GRENOBLE CEDEX 2",NA,NA,"SANG10"
"DELATTRE-LEVIVIER (FR) + BELLELI (IT)","FR","PONT EVEQUE",NA,NA,"GR2S11"
"OTIS","FR","CHAMBERY-BARBERAZ",NA,"40961307200043","OTIS50"
"SPIE TRINDEL - T & T TELEA TARDITO","FR","ST GENIS POUILLY",NA,NA,"GR2S51"
"COLAS","FR","PARIS",NA,NA,"COLA50"
"ENTREPRISE BUISSON-CHAPUY","FR","PERRIGNIER",NA,NA,"BUIS02"
"SOFILEC AMPERE","FR","BREGNIER CORDON","35378358725","B378358725","SOFI09"
"SERCO (FRANCE)","FR","SAINT GENIS POUILLY",NA,"35405076700087","SERC05"
"CEA - COMMISSARIAT ENERGIE ATOMIQUE & ENERGIES ALTERNATIVES","FR","PARIS CEDEX 15",NA,NA,"CEA-20"
"DIAGRAM","FR","PARIS CEDEX 09","31432646552","35293687600072","DIAG02"
"BATTERIES GLOBAL SERVICES","FR","LANDIVISIAU","72510496664","51049666400010","BGS-05"
"EADS CASSIDIAN (FRANCE)","FR","ELANCOURT CEDEX","7942861039","34507608700237","EADS01"
"ROYNETTE JEAN-FRANCOIS","FR","FERNEY VOLTAIRE",NA,NA,"ROYN01"
"ENTREPRISE C. MONTESSUIT & FILS","FR","GAILLARD",NA,"79638030100021","MONT93"
"ENTREPRISE FAMY & CIE","FR","CHATILLON-MICHAILLE",NA,"76420021800015","FAMY50"
"AIR PRODUCTS","FR","AUBERVILLIERS","6154850190","54850190700461","AIRP55"
"EDF & KNIGHT PIESOLD","FR","LE BOURGET DU LAC CEDE",NA,NA,"GR2S02"
"SNLS","FR","ST ROMANS",NA,NA,"SNLS50"
"ENTREPRISE PELICHET ALBERT SA","FR","GEX",NA,"76420005100028","PELI50"
"GF GARCONNET FRERES","FR","ST NICOLAS D'ALIERMONT",NA,NA,"GARC50"
"JEUMONT INDUSTRIE","FR","JEUMONT CEDEX",NA,NA,"JEUM01"
"ADAREG S.A.","FR","HAUBOURDIN CEDEX",NA,NA,"ADAR50"
"LEYBOLD HERAEUS SOGEV SA","FR","BOURG LES VALENCE CEDEX",NA,"70202997600058","LEYB90"
"AMG (ATELIER MECANIQUE GENERALE)","FR","GROSSOEUVRE",NA,NA,"AMG-01"
"JACQUET","FR","SAINT PRIEST CEDEX",NA,NA,"JACQ37"
"ENERPAC","FR","MASSY CEDEX",NA,NA,"ENER30"
"BAUDIN CHATEAUNEUF","FR","CHATEAUNEUF SUR LOIRE",NA,NA,"BAUD85"
"AUBERT & DUVAL SA","FR","PARIS CEDEX 15",NA,NA,"AUBE50"
"GIROD SISA","FR","AIX LES BAINS CEDEX",NA,NA,"GIRO02"
"SRC FLORIOT S.A.","FR","BOURG EN BRESSE CEDEX",NA,NA,"SRC-02"
"L.E.E.I.","FR","TOULOUSE",NA,NA,"LEEI01"
"KANTHAL SA","FR","COLOMBES",NA,NA,"KANT01"
"LUCIEN FERRAZ & CIE","FR","ST BONNET DE MURE",NA,NA,"FERR14"
"HAMON INDUSTRIE THERMIQUE","FR","LEVALLOIS PERRET",NA,NA,"HAMO50"
"ERICO","FR","ANDREZIEUX BOUTHEON",NA,"45084732200028","ERIC12"
"CETIM CENTRE TECHNIQUE DES INDUSTRIES MECANIQUES","FR","SENLIS",NA,"77562907400011","CETI50"
"SILISOL S.A.","FR","ST ETIENNE CEDEX 02",NA,NA,"SILI02"
"DEDIENNE","FR","CLAMART","66775723083","77572308300041","DEDI01"
"MESSER FRANCE SA","FR","SURESNES CEDEX",NA,"30056058800398","MESS03"
"S.E.P.(STE EUROP. DE PROPULSION)","FR","VERNON",NA,NA,"SEP-50"
"ETS BOURDON SEDEME","FR","VENDOME",NA,NA,"BOUR25"
"AUXITROL INDUSTRIES","FR","LYON",NA,NA,"AUXI55"
"PECHINEY - RHENALU","FR","MONTREUIL JUIGNE",NA,NA,"PECH45"
"REGULIER SA","FR","DIJON CEDEX",NA,NA,"REGU53"
"ETS RONFARD S.A.","FR","LYON",NA,NA,"RONF50"
"EFFA","FR","ASNIERES SUR SEINE",NA,NA,"EFFA50"
