"supplier_name","country","city","vat_number","registration_number","supplier_code"
"CREA CLOTURES","FR","SCIENTRIER",NA,"34528145500021","CREA02"
"ETS DESCOURS & CABAUD","FR","BELLEGARDE SUR VALSERINE",NA,"38976785600088","DESC50"
"AIMANTS CALAMIT","FR","MONTREUIL",NA,"42335348100025","CALA05"
"SPIE SUD-EST(EX AMEC SPIE )( EX SPIE-TRINDEL)","FR","SAINT GENIS POUILLY CEDEX",NA,"44005586100304","SPIE31"
"ECOMAL FRANCE S.A.S.","FR","TOURS CEDEX 2",NA,NA,"ECOM03"
"A.P.T.V.  PAYSAGE - VOIRIE","FR","GEX CEDEX","41449207430","449 207 430","APTV01"
"J.L. REFRACTAIRES SAS","FR","CESTAS",NA,NA,"JLR-01"
"SSD PARVEX SAS (EX )PARVEX","FR","DIJON CEDEX","77389191602",NA,"PARV50"
"ELIT ENTREPRISE LYONNAISE D'ISOLATION THERMIQUES","FR","BRINDAS",NA,"95551147200057","ELIT02"
"LUQUOT INDUSTRIE","FR","MOREZ CEDEX",NA,"64605019500031","LUQU01"
"OREST SA","FR","CHATILLON EN MICHAILLE",NA,NA,"ORES01"
"TIMT","FR","CHATEAUNEUF EN THYMERAIS",NA,"31081047800027","TIMT01"
"POLYTEC PI","FR","CHATILLON CEDEX","13326557840","32655784000054","POLY04"
"SIMTRONICS SAS ( EX SIMRAD OPTRONICS ICARE (ICARE SA))","FR","AUBAGNE CEDEX","7644160685","47848238300021","ICAR25"
"SPIE SUD EST/FR + MELOTTE INSTALLATIETECHNIEK B.V/NL","FR","ST GENIS POUILLY",NA,NA,"GR2S98"
"SENIOR AEROSPACE CALORSTAT S.A.","FR","DOURDAN CEDEX",NA,"34768502600010","SENI01"
"INDELEC","FR","MORNANT",NA,NA,"INDE10"
"IPO (FRANCE)","FR","DECINES CHARPIEU","03379633068","37963306800075","IPO-01"
"CEGELEC CENTRE EST(FR) - CEGELEC BV (NL) - SEMER (FR)","FR","ST GENIS POUILLY",NA,NA,"GR3S61"
"RIELLO ONDULEURS - RIELLO UPS","FR","BRIGNAIS",NA,"39291693800104","RIEL02"
"DAMAC - DIFFUSION ADAPTATION MATERIEL AUTOMATISME & CONTROLE","FR","MEYLAN CEDEX",NA,"30084811600020","SOCI05"
"ADVENDI","FR","LES PENNES MIRABEAU CEDEX",NA,NA,"CSE-01"
"CEGELEC ENERGIE CENTRE EST(FR) - CEGELEC BV(NL) - SEMER(FR)","FR","ST GENIS POUILLY",NA,NA,"GR3S61"
"SARL D'ARCHITECTURE HUCHON GRINAND","FR","PERON",NA,NA,"DARC01"
"CHOMETTE & FAVOR","FR","GRIGNY CEDEX",NA,NA,"CHOM03"
"SPIE SUD EST(FR) - WINTER GMBH (DE)","FR","SAINT GENIS POUILLY",NA,NA,"GR2S79"
"SPIE SUD EST (FR) - WINTER (DE)","FR","SAINT GENIS POUILLY",NA,NA,"GR2S79"
"OLDHAM (FRANCE)","FR","ARRAS CEDEX",NA,"43395337900024","OLDH50"
"EDWARDS (FRANCE)","FR","GENNEVILLIERS CEDEX",NA,"37882177100128","EDWA01"
"NTN-SNR ROULEMENTS","FR","ANNECY CEDEX",NA,"32582107200015","SNR-01"
"ALTEAD (FRANCE)","FR","SAINT GENIS POUILLY CEDEX",NA,"72920212700134","ALTE09"
"TECHNETICS GROUP (FRANCE)","FR","ST-ETIENNE CEDEX 1",NA,"40007299700036","GOOD04"
"CHRONOMOLD","FR","TIERCE",NA,"42485971800027","CHRO05"
"KURT J. LESKER COMPANY LTD","FR","LYON",NA,"52067674300013","KJLC02"
"ALSTOM - POWER (FRANCE)","FR","LUDRES CEDEX",NA,"38919224600087","ALST08"
"APC ETANCH","FR","RUMILLY","33451601355","45160135500063","APC-07"
"SAPIM INOX","FR","CHASSE-SUR-RHONE",NA,"70652080600037","SAPI46"
"ASSYSTEM (FR) - SAPHYMO (DE)","FR","ST QUENTIN EN YVELINES CEDEX",NA,NA,"GR2T40"
"AGY EUROPE","FR","LYON",NA,"42314298300026","EUR245"
"FORGITAL FMDL SAS","FR","LE CHAMBON FEUGEROLLES",NA,"58450441900030","FORG02"
"INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE","FR","TOULOUSE CEDEX",NA,NA,"INST66"
"VEOLIA WATER (FRANCE)","FR","DECINES CEDEX",NA,"35338571900128","ELGA01"
"TRIOPTICS FRANCE","FR","VILLEURBANNE",NA,"40441245400039","TRIO05"
"ISOLATION DU CENTRE","FR","GIVRY",NA,NA,"IDC-03"
"LRCCP - LABO. RECHERCHES & CONTROLE CAOUTCHOUC & PLASTIQUES","FR","VITRY S/ SEINE CEDEX",NA,"78540237100021","LRCC01"
"MARPHIL INTERNATIONAL","FR","PARIS",NA,"33122457600032","INT192"
"DATE","FR","LA MOTTE D'AVEILLANS",NA,"31472123400016","DATE10"
"HOTEL LYON METROPOLE","FR","LYON",NA,NA,"HOTE59"
"SETIC","FR","ROANNE",NA,"34263557000027","SSAS01"
"POURTIER","FR","SAINT-THIBAULT-DES-VIGNES,","45444456727",NA,"POUR02"
"THORLABS SAS","FR","MAISONS LAFFITTE",NA,"50767236800028","THOR05"
"TROTEC LASER","FR","OZOIR LA FERRIERE",NA,"51953532200019","TROT02"
"EUROPEAN SYNCHROTRON RADIATION FACILITY (ESRF)","FR","GRENOBLE",NA,"33872391900019","ESRF01"
"AERIAL (FRANCE)","FR","ILLKIRCH CEDEX",NA,"40266888300026","AERI03"
"EIGO SYSTEMS S.A.S.","FR","SAINT GENIS POUILLY","90508866779",NA,"EIGO01"
"CONSORTIA DALKIA & SPIE SUD EST","FR","LYON",NA,NA,"GR2T74"
"CLAUGER","FR","BRIGNAIS","34971506191","97150619100024","CLAU30"
"CONSTRUCTIONS R. DELUCINGE","FR","CRANVES SALES","81382523694","38252369400026","DELU50"
"KVIK LYON - ST BONNET DE MURE","FR","ST BONNET DE MURE",NA,"FR47789367323","KLSB01"
"APAVE (FRANCE)","FR","TASSIN LA DEMI LUNE CEDEX",NA,"51872092500040","APAV50"
"NEXCOM (FRANCE)","FR","PARIS LA DEFENSE",NA,"50040630100027","NEXC01"
"APPARENCE COMMUNICATION","FR","AMANCY",NA,"49952756200049","APPA02"
"EBI AGENCEMENT DE BUREAU","FR","GEX",NA,"48800020900012","ESPA75"
"LAPP MULLER (FRANCE) - LAPP GROUP","FR","GRIMAUD",NA,"44846467700013","MULL12"
"KUKA (FRANCE)","FR","VILLEBON SUR YVETTE",NA,"32843048300045","KAR-01"
"ALGADE - GROUPE CARSO","FR","BESSINES SUR GARTEMPE","4389321746","38932174600015","ALGA02"
"CEGELEC ENERGIE CENTRE EST (FR) + CEGELEC SA (CH)","FR","SAINT GENIS POUILLY",NA,NA,"GR2T85"
"ABIX SARL","FR","BUCHELAY","96408337533","40833753300033","ABIX01"
"EMTEC MAGNETICS FRANCE","FR","LEVALLOIS PERRET",NA,NA,"EMTE03"
"STEEL SYSTEMES","FR","GASNY",NA,NA,"STEE56"
"SPIRENT COMMUNICATIONS","FR","VOISINS LE BRETONNEUX",NA,"40390271100049","SPIR03"
"APIS ENGINEERING","FR","GARCHES",NA,NA,"APIS02"
"GLI","FR","MARSEILLE",NA,NA,"GLI-01"
"ALTEAD GROUPE","FR","SAINT GENIS POUILLY CEDEX",NA,"72920212700134","ALTE09"
"SCHNEIDER ELECTRIC FRANCE","FR","PRINGY",NA,"42110670900833","SCHN06"
"INFODIP","FR","SAINT-LEU-LA-FORET",NA,NA,"INFO08"
"INIZIATIVE INDUSTRIALI (FRANCE) (GRUPPO COSMI)","FR","ST GENIS POUILLY",NA,NA,"INIZ02"
"SCHNEIDER ELECTRIC IT (INFORMATION TECHNOLOGIES) FRANCE","FR","SAINT PRIEST","73444643720","44464372000238","MGE-01"
"TELINDUS (FRANCE)","FR","MEYLAN",NA,"34850525600035","TELI08"
"NGRI","FR","SAINT FONS",NA,NA,"NGRI01"
"DALTEC","FR","PARIS",NA,NA,"DALT25"
"HGST, A WESTERN DIGITAL COMPANY","FR","ISSY LES MOULINEAUX",NA,"33448974700041","HGST01"
"CONSORTIUM AMEC SPIE SUD EST/FR  -  AMEC SPIE ZUIDOOST BV/NL","FR","SAINT GENIS POUILLY",NA,NA,"GR2T52"
"CONSORTIUM SPIE SUD EST/FR - SPIE BV/NL","FR","SAINT GENIS POUILLY",NA,NA,"GR2T52"
"INFOR GLOBAL SOLUTIONS (SURESNES) SA","FR","GARCHES",NA,"37762218800045","DATA56"
"EODE","FR","PARIS",NA,NA,"EODE01"
"PLD APPLICATIONS","FR","AIX EN PROVENCE",NA,"03 407 666 650","PLD-01"
"AVANT","FR","PALAISEAU",NA,NA,"AVAN02"
"CEGELEC CENTRE EST (FR)/CEGELEC ESPAGNE (ES)/CEGELEC SA (CH)","FR","SAINT GENIS POUILLY",NA,NA,"GR3S63"
"PCB PIEZOTRONICS","FR","SAINT AUBIN",NA,"43317556900022","PCB-02"
"LOXAM ACCESS (FRANCE) - A LOXAM COMPANY","FR","CHASSIEU",NA,"86750051402714","LOXA05"
"LOUAULT","FR","SAINT FARGEAU",NA,"41200190100013","LOUA01"
"ROBYDRO-HERA","FR","CLUSES",NA,"42486508700011","ROBY01"
"EASY-TEC","FR","MONT-SOUS-VAUDREY",NA,"42494440300015","EASY08"
"ETS CHEVILLARD","FR","ST GENIS POUILLY",NA,NA,"CHEV75"
"TRANE","FR","ALBY SUR CHERAN",NA,NA,"TRA-50"
"GEOS INGENIEURS CONSEILS (FRANCE)","FR","ARCHAMPS",NA,"35163788900046","GIC-02"
"ELECDAN","FR","BELESTA",NA,"30003210900021","ELEC01"
"BEKO","FR","SARREGUEMINES CEDEX","64385381470","41408290900022","BEKO01"
"CIMA TECHNOLOGIE","FR","MONTANAY","89 390 449","39044911400029","CIMA04"
"AMB PICOT - APPLICATIONS MECANIQUES BOISSON","FR","LENTILLY",NA,"42204349700029","AMB-03"
"SIELEC","FR","ST GENIS LAVAL",NA,"97350697500034","SIEL02"
"CLUB ELECTRONICS","FR","BOULOGNE BILLANCOURT","11422736702","42273670200057","ELE176"
"SARL M.I.D.","FR","ALBERTVILLE",NA,NA,"MID-02"
"INDELEC","FR","DOUAI",NA,"04555050600021","INDE04"
"SERGI TRANSFORMER FIRE PROTECTION","FR","ACHERES",NA,"48060376000012","SERG01"
"DHS - DIESEL HYDRAULIQUE SERVICES","FR","ENNERY",NA,"32014346400016","DHS-02"
"BILLET FOURNIER","FR","MEYTHET",NA,"33996446200040","BILL50"
"ADTP","FR","VILLE LA GRAND",NA,"77565451000178","ADTP01"
"COLLY-BOMBLED","FR","AUTET",NA,"34940679300019","COLL76"
"BEHRINGER FRANCE","FR","DIJON",NA,"40385793100014","BEHR01"
"LE JOINT FRANCAIS","FR","BEZONS",NA,"54203575300020","JOIN09"
"SOCRAM","FR","NONANCOURT",NA,"41031530300017","SOCR01"
"RS - RADIOSPARES (FRANCE)","FR","BEAUVAIS CEDEX","68334534039","33453403900030","RADI91"
"TCHOULFIAN","FR","ROUSSILLON",NA,"32792463500011","TCHO01"
"ADDIS ELECTRONIC","FR","BLAIN",NA,"48455672500030","ADDI03"
"CEGELEC ENERGIE CENTRE EST (FR)/ CEGELEC (ES) / CEGELEC (CH)","FR","SAINT GENIS POUILLY",NA,NA,"GR3S63"
"PASCAL PONCET CARROSSERIE INDUSTRIELLE - PPCI","FR","LA BALME DE SILLINGY","FROD51885531","SIREN518 855 317","PPC-04"
"CARGOTEC FRANCE","FR","LYON",NA,NA,"CARG08"
