"supplier_name","country","city","vat_number","registration_number","supplier_code"
"THALES AVS FRANCE SAS","FR","MERIGNAC","65612039495","34072362600065","THAL02"
"EQUIPEMENTS SCIENTIFIQUES","FR","GARCHES","70353579634","35357963400018","EQUI62"
"A.S. CO ELECTRONIQUE","FR","COLOMBELLES","38343237160","34323716000076","CO--01"
"SOMINEX","FR","BAYEUX CEDEX","05380212191","38021219100015","SOMI02"
"AW","FR","CIVRIEUX EN DOMBES",NA,"478679459","AW--02"
"ESPACE SAINT-MARTIN","FR","PARIS",NA,NA,"ESM-04"
"REFLEX CES","FR","EVRY CEDEX","50433090883","433 090 883","REFL05"
"INEO RHONE ALPES AUVERGNE","FR","SAINT GENIS POUILLY","69409899127","40989912700263","INEO01"
"SETIS / SINTEGRA SAS / MAP GEOMATIQUE","FR","GRENOBLE","19067501494","06750149400016","GR2U12"
"ELVIA PCB","FR","COUTANCES","54389502253","38920525300021","EPC-06"
"INTITEK","FR","VILLEURBANNE",NA,"50015693000025","ACRO50"
"BOSTIK SA","FR","LA PLAINE SAINT-DENIS CEDEX",NA,NA,"BOST02"
"SERVISOUD","FR","CHOLET",NA,NA,"SERV39"
"DEVILLE RECTIFICATION","FR","PONT-SALOMON",NA,"34953720900026","DEVI05"
"DANTEC DYNAMICS S.A.S.","FR","NOZAY","4438788548","387 885 486","DANT04"
"SDMS TECHNOLOGIES - SNLS","FR","SAINT-ROMANS",NA,"50874814200025","SDMS50"
"NORCAN","FR","HAGUENAU CEDEX","53479685513","47968551300018","NORC45"
"VISIO ASSAINISSEMENT SAS","FR","GEX",NA,NA,"VISI30"
"IXBLUE","FR","SAINT GERMAIN EN LAYE","09433185121","43318512100061","IXBL01"
"OUEST BEDDING SAS","FR","FOUGERES","30820238020","820238020","OBS-04"
"CLUB ELECTRONICS","FR","MEUDON","11422736702","42273670200065","ELE176"
"PAPETERIE DES BALMETTES - PLEIN CIEL ANNECY","FR","SEYNOD","23330567694","330567694","PDB-01"
"EQUATERRE","FR","MEYTHET","1240102118",NA,"EQUA03"
"E-T-A APPAREILS ELECTRO-TECHNIQUES SARL","FR","BONNEUIL SUR MARNE","66384063467","66384063467","ELE241"
"ISMA SOCIETE NOUVELLE","FR","FORBACH","37392945424",NA,"ISMA01"
"CNPP ENTREPRISE","FR","SAINT MARCEL",NA,"34290125300050","CNPP50"
"EZUS LYON","FR","VILLEURBANNE","69378266845","378266845","EZUS01"
"EURODIFROID","FR","SEICHES SUR LE LOIR","92349407833","34940783300046","EUR-46"
"NOVAPACK TECHNOLOGIES SARL","FR","LYON","68827988171",NA,"NOVA40"
"LAPP MULLER","FR","GRIMAUD","66448464677","448464677","MULL12"
"ABS ALTO","FR","38100","42327086435","32708643500200","ABS-01"
"BMAX","FR","TOULOUSE CEDEX 1",NA,"53945083300014","BMAX01"
"HYDROSYSTEM","FR","PORTES LES VALENCE","74348007","34800714700021","HYDR48"
"LOCA RECEPTION","FR","ANNECY","89493440416","49344041600102","LOCA12"
"MECAMERCIER SASU","FR","ROANNE","67825362510","82536251000018","MECA98"
"STIC SAS","FR","OULLINS","76487647679","48764767900017","SED-03"
"BERILIA LASER","FR","CHEMILLE EN ANJOU","15885360420","88536042000016","BERI02"
"CEREMA","FR","LYON CEDEX 03","9413001831","101900009","CERE03"
"ISOLATION DU CENTRE","FR","GIVRY","28799740238","79974023800016","IDC-03"
"FORGITAL FMDL SAS","FR","LE CHAMBON FEUGEROLLES","37584504419","584504419","FORG02"
"CHAPE FLUIDE ANHYDRITE CFA","FR","LA RAVOIRE",NA,NA,"CFA-04"
"FRANCE LINEAIRE INDUSTRIE (FLI)","FR","JANNEYRIAS",NA,"42407515800024","FLI-01"
"CIMELEC","FR","NAVES PARMELAN","80394083992","39408399200013","CIME01"
"NANOXPLORE SAS","FR","BIEVRES","528057334","528057334","NANO14"
"OXFORD INSTRUMENTS (FRANCE)","FR","GOMETZ LA VILLE","4631363075","313630758","OXFO79"
"SETEC","FR","PARIS CEDEX 12",NA,NA,"SETE04"
"GLOPHOTONICS SAS","FR","LIMOGES","65533575031","533575031","GLOP01"
"OLDHAM (FRANCE)","FR","ARRAS","33478482383","478482383","OLDH50"
"TORES COMPOSANTS TECHNOLOGIES","FR","SAUVIGNY LES BOIS","76428862403","42886240300022","TCT-03"
"NICOLAS ELECTRO BOBINAGE","FR","MARNAZ",NA,"49765928400010","ELE420"
"TECH POWER ELECTRONICS","FR","COURLAOUX","47353587645","35358764500055","TEC637"
"SARL KRAFFTER","FR","SAINT BERON","17819707167",NA,"KRAF06"
"MIND EX C4I CENTRE CIRCUITS INTEGRES","FR","ARCHAMPS",NA,NA,"CQUA01"
"PLUCEO","FR","POISY","51532548443",NA,"PLUC01"
"TISSTECH SAS","FR","BOURG ARGENTAL","95450903687","45090368700017","TISS05"
"UMP SAS","FR","MARNAZ","35607120615","60712061500028","UMP-01"
"SERMES","FR","STRASBOURG CEDEX",NA,"58850112200042","SERM55"
"DAMAC - DIFFUSION ADAPTATION MATERIEL AUTOMATISME & CONTROLE","FR","SAINT MARTIN D'HERES","03300848116","30084811600020","SOCI05"
"ATESYS MONTOUX","FR","HAGUENAU","07379701519","37970151900025","ATES01"
"LST S.A.S.","FR","SAINT HELENE DU LAC",NA,NA,"LST-01"
"GVC ENTREPRISES","FR","NOTRE DAME DES MILLIERES","58401472022","40147202200029","GVC-02"
"IWAKI (FRANCE)","FR","MARCOUSSIS CEDEX",NA,"38993529700033","IWAK02"
"ALGECO SAS","FR","MEYZIEU CEDEX","80685550659",NA,"ALGE75"
"NEODITECH","FR","LE PALLET",NA,NA,"NEOD03"
"CETIM - CENTRE TECHNIQUE DES INDUSTRIES MECANIQUES","FR","FRANCE","91314257684","31425768400048","CETI50"
"SOLYRO","FR","DECINES","23/314136185","31413618500035RCS","SOLY50"
"DALKIA CENTRE-EST","FR","VAULX-EN-VELIN",NA,NA,"DCE-01"
"POSITICS","FR","SAINT GERMAIN EN LAYE","53792990954",NA,"POSI74"
"SADTEM","FR","DOUAI","11045750858","04575085800073","SADT50"
"SDCEM","FR","VIF","15057502668","05750266800015","SDCE50"
"GPK SERVICES","FR","RONCQ","47351005020","35100502000091","GPK-01"
"DICONEX","FR","ANDILLY","35320303449","32030344900039","DICO01"
"GOJON TRAVAUX PUBLICS","FR","MUSIEGES",NA,NA,"GOJO01"
"GAMI CRYO & MECA","FR","CHAPONNAY",NA,NA,"GCM-03"
"BATEAUX PARISIENS","FR","PARIS",NA,NA,"SVB-01"
"AVX (FRANCE) - AVX CORPORATION","FR","ORSAY","22420528242","GB1235639","ASAS01"
"S2M MANUTENTION SAS","FR","DAGNEUX","80824706956","824 706 956","SMMS01"
"CTMS","FR","VERSAILLES","63669804999","66980499900086","CTMS01"
"SAS ORECA","FR","NICE","70814499869","81449986900026","SAS-14"
"EDP SCIENCES","FR","LES ULLIS CEDEX 2",NA,"30839268700049","EDP-01"
"DU & MA","FR","PARIS",NA,NA,"DU74"
"FEU FOLLET","FR","ECHIROLLES","27421126863","42112686300040","FEU-03"
"RADIALL GIE","FR","AUBERVILLIERS (PARIS)",NA,NA,"RADI62"
"HIREX ENGINEERING SAS","FR","RAMONVILLE","58389715525","38971552500041","HIRE01"
"CENTRE NATIONAL D'ETUDES SPATIALES (CNES)","FR","PARIS CEDEX 01","49775665912",NA,"CND-01"
"AVX LTD","FR","ORSAY","22420528242","GB1235639","ASAS01"
"FAMY SAS","FR","VALSERHONE","40764200218","76420021800015","FAMY50"
"ALGADE","FR","BESSINES SUR GARTEMPE","84389321746","38932174600015","ALGA02"
"CEIHP","FR","ANNEMASSE","85441232816",NA,"CEIH01"
"MARPHIL INTERNATIONAL","FR","PARIS","17331224576","33122457600032","INT192"
"APAVE (FRANCE)","FR","MARSEILLE CEDEX 16","32518720925","51872092500032","APAV50"
"SERV'INSTRUMENTATION","FR","IRIGNY","73338504962","33850496200030","SERV05"
"CHANEL SAS","FR","VENISSIEUX",NA,NA,"CHAN92"
"ONET TECHNOLOGIES ND + ONET TECHNOLOGIES TI","FR","MARSEILLE",NA,NA,"GR2U20"
"DEPRAG","FR","VERTOU",NA,NA,"DEPR01"
"SARL RHONE ALPES LABO","FR","VOREPPE","479595811","47959581100031","RAL-03"
"SOCCO ENTREPRISE","FR","CHAVANOD",NA,NA,"SOCC90"
"ALG EMBALLAGE","FR","BON ENCONTRE","67450798756","45079875600018","ALG-01"
"STENGERPRO SARL","FR","URIMENIL","15395176837",NA,"STEN02"
"FR ETANCH / TIA / FR ALPES / FR 2MRA / FR CHANEL / FR EDA","FR","RUMILLY",NA,NA,"GR6S02"
"PRO METAUX SERVICES","FR","TOUSSIEU","78512270505","51220750500021","PMS-07"
"PARTENAIR","FR","ST CYR L'ECOLE","42312668064",NA,"PART21"
"SAINT GOBAIN GLASSOLUTIONS (FRANCE)","FR","LA FERTE SOUS JOUARRE",NA,"43260412200023","SGS-09"
"MONTESSUIT & FILS SA","FR","GAILLARD","69796380301","79638030100021","MONT93"
"HUTCHINSON SNC","FR","JOUE-LES-TOURS CEDEX",NA,NA,"HUTC01"
"NALCO FRANCE","FR","WASQUEHAL CEDEX",NA,"41494668100023","NALC01"
"EURISO-TOP","FR","ST AUBIN CEDEX",NA,"38047905500010","EURI01"
"DATRON FRANCE SAS","FR","PRINGY",NA,NA,"DFS-01"
"RDS","FR","LES MARCHES","94338655319","33865531900048","RDS-50"
"ACQUITEK","FR","MASSY",NA,"45229033100027","ACQU03"
"MIRION TECHNOLOGIES (CANBERRA)","FR","MONTIGNY LE BRETONNEUX","28384449773","384449773","TEC333"
"NUVIA PROCESS + NUVIA SUPPORT","FR","PIERRELATTE",NA,NA,"GR2U21"
"CAZENEUVE EXPORT","FR","LA PLAINE ST DENIS CEDEX",NA,NA,"CAZE75"
"SOTEB NATIONAL ELEKTRO","FR","SAINT GENIS POUILLY","10337505259","337505259","SOTE20"
"SEREMA","FR","MACHECOUL","43350405494","35040549400021","SERE07"
"ACMP CONVOYEUR SARL","FR","VIREUX-MOLHAIN",NA,NA,"ACMP02"
"SERMA MICROELECTRONICS","FR","PERIGNY CEDEX",NA,"38137010500011","HCM-50"
"NPO EUROPE","FR","SAINT JACQUES DE LA LANDE",NA,"53055402100010","EUR298"
"SECTOR TECHNOLOGIES","FR","EYBENS","61503724379","50372437900022","TEC676"
"CTVM","FR","COLLEGIEN",NA,"512 076 712 00029","CTVM01"
"ALGADE - GROUPE CARSO","FR","BESSINES SUR GARTEMPE","84389321746","38932174600015","ALGA02"
"INSTITUT NATIONAL DE L'INFORMATION GEOGRAPHIQUE ET FORESTIER","FR","VILLEURBANNE",NA,NA,"INST14"
"SANERGRID","FR","LYON","27808040463","808040463","SANE03"
"Bordelaise Electronique","FR","Martignas Sur Jalle","77750635815","750635815","ELE539"
"ALSE - ADVANCED LOGIC SYNTHESIS FOR ELECTRONICS","FR","DIJON",NA,"39282276300018","ALSE03"
"REAL","FR","ANNEMASSE","68956500367","956500367","REAL25"
"PORTALP FRANCE","FR","FONTAINE","27424850014","42485001400434","PORT11"
"IRSN - SERVICE DE TRAITEMENT DES ECHANTILLONS ET DE","FR","LE VESINET CEDEX",NA,"44054601800027","IST-03"
"EGTIM INDUSTRIE","FR","PULVERSHEIM","96448881011","44888101100051","ERGO10"
"SAS VALLIER ASSAINISSEMENT","FR","GEX","8639127923",NA,"VALL12"
"BRONKHORST FRANCE SAS","FR","Montigny les LCormeilles","14352714828","35271482800014","INS-03"
"SCHROFF (FRANCE)","FR","BETSCHDORF","46316854553","RCS79B519","SCHR87"
"ESCIL","FR","CHASSIEU CEDEX",NA,"971 506 845","ESCI02"
"VALENTINA VENTURI","FR","SERGY","88823312616","595995","VALE09"
"SOLYRO - SOCIETE LYONNAISE DE ROBINETTERIE","FR","DECINES","23/314136185","31413618500035RCS","SOLY50"
"RICHARDSON ELECTRONICS (FRANCE)","FR","NANTERRE","10529000622",NA,"RICH77"
"VISIOM","FR","ANTONY","46413249467","41324946700015","VISI23"
"NEYCO","FR","VANVES","29542032255","54203225500060","NEYC01"
"DELTA DIFFUSION","FR","FRONTONAS","12499314193","49931419300016","DELT51"
"MORIS INDUSTRIE DISTRIBUTION","FR","ALBERTVILLE","67431896463","43189646300012","MID-02"
"LE CIRCUIT IMPRIME FRANCAIS CIF","FR","BUC","80316469345","31646934500045","CIF-02"
"MDC","FR","MAUGUIO","24451843270","45184327000054","MDC-07"
"CIRIL GROUP","FR","VILLEURBANNE","28305163040","30516304000119","CIRI01"
"LEASAMETRIC","FR","VILLEBON SUR YVETTE","69453739732","45373973200023","LV--01"
"BLIK","FR","MILLY LA FORET","74379020084",NA,"BLIK02"
"SAS HYDRETUDES","FR","ARGONAY","07379926462","37992646200092","HYDR45"
"TEKNIS FRANCE","FR","LE CHESNAY CEDEX",NA,NA,"TEKN35"
"EUROFLUX SAS","FR","BALLAINVILLIERS","35351279914",NA,"EUR359"
"IXBLUE SAS","FR","SAINT GERMAIN EN LAYE","09433185121","43318512100061","IXBL01"
"ROCHLING GROUP","FR","MAXEVILLE","63342340759","6334234075900030","ROCH02"
"SWAGELOK LYON","FR","GENAS","63339467037","33946703700075","LYON02"
"ELEXIENCE SA","FR","VERRIERES-LE-BUISSON CEDEX","75719804817","71980481700034 R.C.S","ELEX75"
"CEGELEC ENERGIE CENTRE EST (FR) + CEGELEC SA (CH)","FR","ST GENIS POUILLY",NA,NA,"GR2T85"
"REEL","FR","SAINT CYR AU MONT D OR","12962501318","962501318","REEL50"
"EASY FLUIDES","FR","BRESSOLLES","81809882996","80988299600014","EASY11"
"THALES AVIONICS FRANCE SAS","FR","MERIGNAC","65612039495","34072362600065","THAL02"
"MILEXIA FRANCE SAS","FR","VERRIERES-LE-BUISSON CEDEX","75719804817","71980481700034 R.C.S","ELEX75"
"CINOX","FR","ST DIDIER SUR CHALARONNE",NA,NA,"CINO01"
"RINCENT BTP LABORATOIRES","FR","LONGVIC, BOURGOGNE",NA,"43883578700054","RINC03"
"OMICRON TECHNOLOGIES","FR","EYBENS","93345134175","34513417500057","TEC331"
"SOFILEC","FR","VAUX EN BUGEY","80828890178","828 890 178","SOFI07"
"FAURE AUTOMATISME","FR","FEYZIN",NA,"31270675700050","FAUR50"
"SAVOIES AIN CONSTRUCTION","FR","BELLEY","78513750919","51375091900013","SAV-95"
"APX","FR","SARRIANS","16388423568","38842356800020","APX-03"
"KAPECI GROUPE METALPE","FR","PORT","01418245437","45165948600018","PORA01"
"MIRION TECHNOLOGIES (FRANCE)","FR","MONTIGNY LE BRETONNEUX","28384449773","384449773","TEC333"
"SYSTEMS AND TECHNICS FRANCE","FR","VIGNEUX DE BRETAGNE",NA,"750157265000","TEC673"
"SOLCERA","FR","MOISSY CRAMAYEL","76440316842","44031684200028","COOR05"
"VALLIER ASSAINISSEMENT","FR","GEX","8639127923",NA,"VALL12"
"ALLECTRA","FR","LA CHAPELLE NEUVE",NA,"4682286","ALLE04"
"EDA ECLAIREMENT DESENFUMAGE AERATION","FR","BOURGOIN JALLIEU","77488092511","48809251100010","EEDA01"
"SARL MORAND","FR","BELLIGNAT","16409546967","40954696700061","MORA05"
"SEDI ATI FIBRES OPTIQUES","FR","COURCOURONNES","87722043775","72204377500047","SFO-02"
"INGEROP (FRANCE)","FR","VIENNE","45489626135","48962613800268","INGE04"
"AXSON FRANCE","FR","SAINT OUEN L'AUMONE",NA,NA,"AXSO01"
"IREIS","FR","ANDREZIEUX BOUTHEON","18451892350","B451892350","IREI01"
"DAMAC","FR","SAINT MARTIN D'HERES","03300848116","30084811600020","SOCI05"
"PHT PLASTIQUES HAUTES TECHNOLOGIES","FR","LE VERSOUD",NA,"453 896 615 00011","PHT-02"
"AUBRY PROFILS","FR","GONESSE",NA,NA,"AUBR02"
"SAMTEC FRANCE LLC","FR","Magny Le Hongre","21411226459","41122645900062","SAMT01"
"MYCRONIC","FR","RUNGIS CEDEX 1","11333906139","33390613900055","MYCR02"
"HAULOTTE GROUP","FR","SAINT PRIEST",NA,NA,"HAUL04"
"ADRINORD","FR","LILLE","01775624380",NA,"ADRI03"
"SARL SOGOOD TRAITEUR","FR","DIVONNE LES BAINS","4553947792","53947792700021","SGT-03"
"BENEDETTI GUELPA","FR","PASSY","53433332996","43333299600035","BENE05"
"TUYAUX FLEXIBLES RUDOLPH","FR","SARTROUVILLE","17552137226","55213722600023","RUDO50"
"ADTE","FR","FAREINS","88414066803","41406680300019","ADTE02"
"ACTIWORK","FR","BEYNOST",NA,NA,"ACTI09"
"SAIP","FR","CHASSE SUR RHONE","2738519906","385199906","SAIP02"
"CARATELLI SAS","FR","CROLLES",NA,NA,"CARA04"
"ABSOLUT SYSTEM SAS","FR","SEYSSINET PARISET","24521646216","521 646 216 00049","ASS-11"
"KIT UNITED","FR","PARIS",NA,NA,"KIT-03"
"FULLVAC","FR","LE VERSOUD","72515093979",NA,"FULL01"
"NEW IMAGING TECHNOLOGIES","FR","VERRIERES LE BUISSON","88494135841","49413584100026","TEC968"
"LABORATOIRE OKSMAN SERAPHIN","FR","RAMONVILLE ST-AGNE",NA,"32173578900034","OKSM01"
"UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE","FR","VILLENEUVE D'ASCQ CEDEX",NA,NA,"UNI465"
"TCI PLAST","FR","FRAGNES",NA,NA,"TCI-04"
"PR ELECTRONICS FRANCE SARL","FR","BRON",NA,"39337950800053","PR--01"
"BOUCHET CONSTRUCTION METALLIQUE","FR","PRINGY",NA,NA,"BOUC05"
"MITSUI & CO. EUROPE PLC, PARIS BRANCH","FR","PARIS","552104416","52080686000026","MITS06"
"SAIREM","FR","NEYRON",NA,"31242416100049","SAIR50"
"OXYMETAL CHAMPAGNE","FR","POILLY","883223662","32236620400020","OXYM01"
"WORKSHAPE","FR","LA ROCHE DE GLUN","20495010241","49501024100018","WORK08"
"ADLINK TECHNOLOGY","FR","LES ULIS",NA,NA,"TEC722"
"GIP SOURCES HA","FR","GIF SUR YVETTE CEDEX",NA,NA,"CSGS01"
"CURIUM SAS","FR","MONTAGNY",NA,NA,"CURI02"
"IDES CONSULTANTS","FR","LYON",NA,"402558068","IDDE01"
"REAL (FRANCE)","FR","ANNEMASSE","68956500367","956500367","REAL25"
"FOURTY-THIRTY/QUARANTE-TRENTE/40-30","FR","SEYSSINET PARISET","56340043926","340043926","FOUR09"
"BILLET FOURNIER","FR","BELLEGARDE","90339964462","339964462","BILL50"
"SARL LACHENAL GEOMETRE EXPERT","FR","CESSY","00835160490","83516049000016","LGE-01"
"AIRBUS SAFRAN LAUNCHERS SAS","FR","Les Mureaux 6 CEDEX","82519032247","519032247","SAFR03"
"DECIBEL FRANCE S.A.S","FR","MIRIBEL CEDEX","5741867684","41867684700027","DECI50"
"POLYTEC FRANCE","FR","CHATILLON CEDEX","13326557840","32655784000054","POLY04"
"SPIRIT EXPO / SPIRIT EDITIONS","FR","BEYNOST","13422778639","42277863900035","SPIR13"
"ROCKWOOD WAFER RECLAIM","FR","GREASQUE","3350018",NA,"RWR-01"
"ABBAYE DE TALLOIRES","FR","TALLOIRES",NA,NA,"ABBA01"
"APERAM (FRANCE)","FR","IMPHY","41440326692","440326692","APER01"
"SAMARO EX DIL","FR","VILLEBON SUR YVETTE","40444309447","44430944700019","DIL-01"
"DMG MORI FRANCE","FR","ROISSY EN FRANCE","48350618443","35061844300047","DMG-05"
"RECORD PORTES AUTOMATIQUES","FR","VOGLANS","72399024652","39902465200147","RPA-02"
"JOLY ISOLATION VENTILATION","FR","GIVRY","28799740238","79974023800016","IDC-03"
"Cegelec energie centre est","FR","SAINT GENIS POUILLY","83537915787","53791578700122","CEGE55"
"INFOR (FRANCE)","FR","RUEIL MALMAISON","84377622188","377622188","DATA56"
"CNRS - IN2P3","FR","ORSAY CEDEX",NA,NA,"UNIV43"
"SA MARGAIRAZ","FR","ARGONAY",NA,NA,"MARG04"
"A.A.I","FR","SAINT JEAN DE BOURNAY",NA,"53008295700016","AAI-01"
"DANIELI UK HOLDING","FR","MERY","68850200783","850200783","DUH-02"
